TARGET_total_pest_count_above25,TARGET_total_pest_count,date,trap_crop,pest,region,lon,lat,year,class,week,month,dist_to_road_km,dist_to_water_km,total_pest_count_1_weeks_ago_0_years_ago,total_pest_count_2_weeks_ago_0_years_ago,total_pest_count_0_weeks_ago_1_years_ago,neighbor_pest_count_0_weeks_ago_0_years_ago,neighbor_pest_count_1_weeks_ago_0_years_ago,most_recent_generation_wk_0_weeks_ago_0_years_ago,most_recent_generation_wk_0_weeks_ago_1_years_ago,neighbor_most_recent_generation_wk_0_weeks_ago_0_years_ago,neighbor_most_recent_generation_wk_0_weeks_ago_1_years_ago,season_first_generation_wk_0_weeks_ago_0_years_ago,season_first_generation_wk_0_weeks_ago_1_years_ago,neighbor_season_first_generation_wk_0_weeks_ago_0_years_ago,neighbor_season_first_generation_wk_0_weeks_ago_1_years_ago,annual_days_below_freezing_0_years_ago,annual_days_below_freezing_1_years_ago,season_cumulative_degree_days_0_weeks_ago_0_years_ago,season_cumulative_degree_days_1_weeks_ago_0_years_ago,season_cumulative_degree_days_2_weeks_ago_0_years_ago,season_cumulative_degree_days_0_weeks_ago_1_years_ago,degree_days_sum_0_weeks_ago_0_years_ago,degree_days_sum_1_weeks_ago_0_years_ago,degree_days_sum_2_weeks_ago_0_years_ago,degree_days_sum_0_weeks_ago_1_years_ago,degree_days_std_0_weeks_ago_0_years_ago,degree_days_std_1_weeks_ago_0_years_ago,degree_days_std_2_weeks_ago_0_years_ago,degree_days_std_0_weeks_ago_1_years_ago,high_temp_mean_0_weeks_ago_0_years_ago,high_temp_mean_1_weeks_ago_0_years_ago,high_temp_mean_2_weeks_ago_0_years_ago,high_temp_mean_0_weeks_ago_1_years_ago,high_temp_max_0_weeks_ago_0_years_ago,high_temp_max_1_weeks_ago_0_years_ago,high_temp_max_2_weeks_ago_0_years_ago,high_temp_max_0_weeks_ago_1_years_ago,high_temp_std_0_weeks_ago_0_years_ago,high_temp_std_1_weeks_ago_0_years_ago,high_temp_std_2_weeks_ago_0_years_ago,high_temp_std_0_weeks_ago_1_years_ago,low_temp_mean_0_weeks_ago_0_years_ago,low_temp_mean_1_weeks_ago_0_years_ago,low_temp_mean_2_weeks_ago_0_years_ago,low_temp_mean_0_weeks_ago_1_years_ago,low_temp_min_0_weeks_ago_0_years_ago,low_temp_min_1_weeks_ago_0_years_ago,low_temp_min_2_weeks_ago_0_years_ago,low_temp_min_0_weeks_ago_1_years_ago,low_temp_std_0_weeks_ago_0_years_ago,low_temp_std_1_weeks_ago_0_years_ago,low_temp_std_2_weeks_ago_0_years_ago,low_temp_std_0_weeks_ago_1_years_ago,wind_bearing_degree_mean_0_weeks_ago_0_years_ago,wind_bearing_degree_mean_1_weeks_ago_0_years_ago,wind_bearing_degree_mean_2_weeks_ago_0_years_ago,wind_bearing_degree_mean_0_weeks_ago_1_years_ago,wind_bearing_degree_std_0_weeks_ago_0_years_ago,wind_bearing_degree_std_1_weeks_ago_0_years_ago,wind_bearing_degree_std_2_weeks_ago_0_years_ago,wind_bearing_degree_std_0_weeks_ago_1_years_ago,wind_speed_kmph_mean_0_weeks_ago_0_years_ago,wind_speed_kmph_mean_1_weeks_ago_0_years_ago,wind_speed_kmph_mean_2_weeks_ago_0_years_ago,wind_speed_kmph_mean_0_weeks_ago_1_years_ago,wind_speed_kmph_max_0_weeks_ago_0_years_ago,wind_speed_kmph_max_1_weeks_ago_0_years_ago,wind_speed_kmph_max_2_weeks_ago_0_years_ago,wind_speed_kmph_max_0_weeks_ago_1_years_ago,total_precip_mm_sum_0_weeks_ago_0_years_ago,total_precip_mm_sum_1_weeks_ago_0_years_ago,total_precip_mm_sum_2_weeks_ago_0_years_ago,total_precip_mm_sum_0_weeks_ago_1_years_ago,humidity_mean_0_weeks_ago_0_years_ago,humidity_mean_1_weeks_ago_0_years_ago,humidity_mean_2_weeks_ago_0_years_ago,humidity_mean_0_weeks_ago_1_years_ago
0,0.571428571,5/31/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,22,5,0.317448616,0.030833334,0,0,0,8.871428571,9.562442261,19.88888889,19.75,20,19.88888889,20,19.11111111,19.88888889,19.75,45,12,295.7256278,237.5103774,206.6098486,363.2025447,58.2152504,30.90052885,30.86356069,63.723,2.485326897,1.22787129,1.584457334,0.906326967,27.14285714,21.71428571,22.28571429,27.14285714,30,25,26,30,2.853569194,2.429971585,2.927700219,1.864454471,14.57142857,12.14285714,11,16.28571429,11,11,8,15,2.878491669,0.899735411,2.081665999,0.755928946,171.8571429,170.4285714,148.4285714,175.4285714,55.54706284,45.3756805,46.29203367,65.18143177,5.857142857,5.857142857,8,7.857142857,7,7,11,12,4.6,46,9.5,4.4,61.71428571,74.57142857,63.57142857,54.28571429
0,5.928571429,6/7/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,23,6,0.317448616,0.030833334,0.571428571,0,1.875,1.453828829,5.311461794,20,20,20,19.88888889,20,19.11111111,20,20,45,9.5,354.9486278,295.7256278,237.5103774,474.8342776,59.223,58.2152504,30.90052885,83.39887655,1.718249386,2.485326897,1.22787129,2.114023315,26.42857143,27.14285714,21.71428571,30.42857143,29,30,25,33,2.935821456,2.853569194,2.429971585,2.260760557,15.71428571,14.57142857,12.14285714,18.64285714,15,11,11,16,0.951189731,2.878491669,0.899735411,2.175345167,116.4285714,171.8571429,170.4285714,191.1428571,45.67587672,55.54706284,45.3756805,61.73813093,6.571428571,5.857142857,5.857142857,6,7,7,7,9.5,15.3,4.6,46,2.55,63.71428571,61.71428571,74.57142857,49.64285714
1,46.75,6/12/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,24,6,0.317448616,0.030833334,5.928571429,0.571428571,41.5,1.44583846,13.16017396,21.14285714,20.94117647,20,20.11111111,20,19.11111111,21.04761905,20.94117647,45,21.33333333,423.1716278,354.9486278,295.7256278,517.5495052,68.223,59.223,58.2152504,82.67711092,2.478478796,1.718249386,2.485326897,2.058116085,27.57142857,26.42857143,27.14285714,29.71428571,33,29,30,33.66666667,3.359421719,2.935821456,2.853569194,2.904300707,17.14285714,15.71428571,14.57142857,19.19047619,14,15,11,16.66666667,2.267786838,0.951189731,2.878491669,1.628711342,161.8571429,116.4285714,171.8571429,157.8095238,48.48514746,45.67587672,55.54706284,32.57558772,5.714285714,6.571428571,5.857142857,5.523809524,8,7,7,6.666666667,18,15.3,4.6,18.16666667,59.57142857,63.71428571,61.71428571,54.14285714
1,76.5,6/19/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,25,6,0.317448616,0.030833334,46.75,5.928571429,89.83333333,8.674389568,18.83012258,23,21.25,22.18918919,20.11111111,22.18918919,19.11111111,23,21.25,45,21.33333333,504.1440501,423.1716278,354.9486278,602.9824613,80.97242229,68.223,59.223,85.43295603,3.248993106,2.478478796,1.718249386,2.047770886,30.57142857,27.57142857,26.42857143,30.42857143,35,33,29,34,3.644957378,3.359421719,2.935821456,2.613810106,17.85714286,17.14285714,15.71428571,19.28571429,13,14,15,16.33333333,3.132015934,2.267786838,0.951189731,1.772029329,202.8571429,161.8571429,116.4285714,174.2380952,40.67935009,48.48514746,45.67587672,44.95155767,4.857142857,5.714285714,6.571428571,5.714285714,6,8,7,7.333333333,2.6,18,15.3,5.566666667,48,59.57142857,63.71428571,50.19047619
1,91,6/26/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,26,6,0.317448616,0.030833334,76.5,46.75,88.83333333,14.82118635,19.29060607,23,22.74,22.35897436,22.9375,22.35897436,21.125,23,22.26,45,21.33333333,614.6961661,504.1440501,423.1716278,690.7252752,110.552116,80.97242229,68.223,87.74281392,1.312166474,3.248993106,2.478478796,1.546361406,37.14285714,30.57142857,27.57142857,31.0952381,41,35,33,35,3.716116765,3.644957378,3.359421719,3.192525865,21.85714286,17.85714286,17.14285714,19.95238095,21,13,14,19,0.899735411,3.132015934,2.267786838,0.922605522,195.1428571,202.8571429,161.8571429,164.7142857,57.71027803,40.67935009,48.48514746,62.48388633,7,4.857142857,5.714285714,7.19047619,11,6,8,10.66666667,2.6,2.6,18,19.46666667,39.14285714,48,59.57142857,51.9047619
1,119,7/3/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,27,7,0.317448616,0.030833334,91,76.5,77,17.20170068,16.52473435,24,25,25,25,25,25,24,25,45,21.33333333,701.2816572,614.6961661,504.1440501,788.9204581,86.5854911,110.552116,80.97242229,98.19518295,1.780649549,1.312166474,3.248993106,1.397948462,31.57142857,37.14285714,30.57142857,32.85714286,34,41,35,35,2.370453041,3.716116765,3.644957378,2.214428515,18.42857143,21.85714286,17.85714286,20.80952381,17,21,13,19.33333333,1.397276262,0.899735411,3.132015934,1.100775871,164.5714286,195.1428571,202.8571429,138.952381,70.3961579,57.71027803,40.67935009,49.43537376,7.285714286,7,4.857142857,6.095238095,14,11,6,9.333333333,3,2.6,2.6,6.966666667,48.42857143,39.14285714,48,46.85714286
1,64.85,7/10/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,28,7,0.317448616,0.030833334,119,91,52.95,23.30348837,12.50795797,25.66666667,25.5,25.5,25.5,25.5,25.5,24.66666667,25.5,45,21.33333333,798.5915892,701.2816572,614.6961661,884.6995943,97.30993197,86.5854911,110.552116,95.77913616,2.436339719,1.780649549,1.312166474,2.404660178,32.71428571,31.57142857,37.14285714,32.23809524,37,34,41,36,3.59231985,2.370453041,3.716116765,3.294128398,20.71428571,18.42857143,21.85714286,20.76190476,17,17,21,17.66666667,1.799470822,1.397276262,0.899735411,2.141185171,115.4285714,164.5714286,195.1428571,160.3333333,51.31555041,70.3961579,57.71027803,54.11914927,7.857142857,7.285714286,7,6.380952381,12,14,11,9.333333333,21.1,3,2.6,17.9,53,48.42857143,39.14285714,50.19047619
1,65.9,7/18/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,29,7,0.317448616,0.030833334,64.85,119,47.21666667,11.07808865,11.44643406,27,26,27,26,27,26,27,26,45,21.33333333,870.8145892,798.5915892,701.2816572,969.9579016,72.223,97.30993197,86.5854911,85.25830733,4.117326918,2.436339719,1.780649549,2.665624395,27.42857143,32.71428571,31.57142857,30,33,37,34,34.66666667,5.380741673,3.59231985,2.370453041,3.815823223,18.42857143,20.71428571,18.42857143,19.71428571,15,17,17,17.33333333,3.154739443,1.799470822,1.397276262,1.941392853,209.1428571,115.4285714,164.5714286,191.1428571,46.7704628,51.31555041,70.3961579,47.78480987,5.428571429,7.857142857,7.285714286,6,9,12,14,10,38.8,21.1,3,24.63333333,61.28571429,53,48.42857143,52.9047619
1,106,7/24/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,30,7,0.317448616,0.030833334,65.9,64.85,63.5,11.36991442,24.18138356,27,26.66666667,27,26,27,26,27,26,45,21.33333333,966.4970667,870.8145892,798.5915892,1066.737514,95.68247747,72.223,97.30993197,96.77961224,2.008730922,4.117326918,2.436339719,1.464191535,31.71428571,27.42857143,32.71428571,31.85714286,36,33,37,35.66666667,2.429971585,5.380741673,3.59231985,2.259808141,21,18.42857143,20.71428571,21.23809524,18,15,17,19.33333333,2.081665999,3.154739443,1.799470822,1.271165006,208.5714286,209.1428571,115.4285714,180.7619048,61.67078493,46.7704628,51.31555041,50.07708095,6.714285714,5.428571429,7.857142857,5.952380952,11,9,12,10,2.6,38.8,21.1,7.866666667,44.28571429,61.28571429,53,47.04761905
1,48.5,7/31/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,31,7,0.317448616,0.030833334,106,65.9,64.58333333,40.25130568,22.58917401,27,26.66666667,27,26,27,26,27,26,45,21.33333333,1069.799708,966.4970667,870.8145892,1169.655941,103.3026415,95.68247747,72.223,102.9184271,1.356724193,2.008730922,4.117326918,0.960863852,33.14285714,31.71428571,27.42857143,33.0952381,36,36,33,35.66666667,1.951800146,2.429971585,5.380741673,1.671868372,21.85714286,21,18.42857143,22.04761905,20,18,15,20.33333333,1.345185418,2.081665999,3.154739443,1.153302207,178.5714286,208.5714286,209.1428571,171.047619,34.8274659,61.67078493,46.7704628,51.52299153,5.714285714,6.714285714,5.428571429,6.761904762,6,11,9,9,0,2.6,38.8,7.3,38.14285714,44.28571429,61.28571429,45.66666667
1,26.75,8/7/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,32,8,0.317448616,0.030833334,48.5,106,39.08333333,32.23847926,15.94902905,30,27.66666667,30,28.66666667,27,26,27,26,45,21.33333333,1181.119332,1069.799708,966.4970667,1272.679445,111.3196236,103.3026415,95.68247747,103.0235042,1.639396071,1.356724193,2.008730922,1.27132077,33.85714286,33.14285714,31.71428571,33.19047619,36,36,36,35.33333333,2.035400978,1.951800146,2.429971585,1.974221593,23.57142857,21.85714286,21,21.95238095,20,20,18,19.66666667,1.718249386,1.345185418,2.081665999,1.463124984,184.2857143,178.5714286,208.5714286,153.2857143,44.51484504,34.8274659,61.67078493,32.50481781,7,5.714285714,6.714285714,6.952380952,12,6,11,10,6,0,2.6,2.133333333,43.57142857,38.14285714,44.28571429,43.28571429
1,76.25,8/14/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,33,8,0.317448616,0.030833334,26.75,48.5,49.25,20.06359447,21.29676981,30,30.66666667,30,28.66666667,27,26,27,26,45,21.33333333,1277.269709,1181.119332,1069.799708,1370.507493,96.15037732,111.3196236,103.3026415,97.82804801,1.510831381,1.639396071,1.356724193,1.246284663,31.71428571,33.85714286,33.14285714,32.52380952,34,36,36,34.66666667,1.704336206,2.035400978,1.951800146,1.670032047,21,23.57142857,21.85714286,20.95238095,18,20,20,19,1.632993162,1.718249386,1.345185418,1.285533638,186,184.2857143,178.5714286,152.2857143,20.0083316,44.51484504,34.8274659,21.60766471,5.571428571,7,5.714285714,6.761904762,7,12,6,8.666666667,0,6,0,4.166666667,38.85714286,43.57142857,38.14285714,42.71428571
1,348,8/21/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,34,8,0.317448616,0.030833334,76.25,26.75,132,35.66780777,40.22648616,30,30.66666667,30,30.66666667,27,26,27,26,45,21.33333333,1352.492709,1277.269709,1181.119332,1459.791578,75.223,96.15037732,111.3196236,89.28408474,1.02933173,1.510831381,1.639396071,0.561971715,28.71428571,31.71428571,33.85714286,31.0952381,32,34,36,32.66666667,1.603567451,1.704336206,2.035400978,0.942718498,18,21,23.57142857,19.71428571,16,18,20,18.33333333,1.632993162,1.632993162,1.718249386,1.04780524,130.2857143,186,184.2857143,135.8095238,48.32430129,20.0083316,44.51484504,25.6268549,6.428571429,5.571428571,7,7.047619048,8,7,12,9,3.9,0,6,5.166666667,46.57142857,38.85714286,43.57142857,42.66666667
1,630,8/28/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,35,8,0.317448616,0.030833334,348,76.25,236.0833333,79.80776827,40.92438801,30,31.33333333,30,30.66666667,27,26,27,26,45,21.33333333,1435.715709,1352.492709,1277.269709,1552.201535,83.223,75.223,96.15037732,92.40995731,2.415229458,1.02933173,1.510831381,1.455974546,29.57142857,28.71428571,31.71428571,31.33333333,33,32,34,33.66666667,3.258688021,1.603567451,1.704336206,2.098837789,19.42857143,18,21,20.38095238,17,16,18,18.33333333,1.812653934,1.632993162,1.632993162,1.222831565,160.4285714,130.2857143,186,150.4285714,40.29829253,48.32430129,20.0083316,28.58678409,7.142857143,6.428571429,5.571428571,7.238095238,12,8,7,10.66666667,17,3.9,0,10.73333333,49.57142857,46.57142857,38.85714286,43.71428571
0,0,9/4/17,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2017,train ,36,9,0.317448616,0.030833334,630,348,0,83.66007194,0,30,33,30,34,27,25,27,25,45,7,1508.438709,1435.715709,1352.492709,1624.320555,72.723,83.223,75.223,88.223,1.38443731,2.415229458,1.02933173,1.074598485,28,29.57142857,28.71428571,30.28571429,30,33,32,33,1.527525232,3.258688021,1.603567451,1.496026483,18,19.42857143,18,20.14285714,15,17,16,19,1.632993162,1.812653934,1.632993162,0.899735411,167,160.4285714,130.2857143,223.4285714,26.73325021,40.29829253,48.32430129,27.92165911,5.571428571,7.142857143,6.428571429,5.571428571,7,12,8,8,3,17,3.9,1.3,50.28571429,49.57142857,46.57142857,43.42857143
1,67.5,6/14/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,24,6,0.317448616,0.030833334,0,0,46.75,2.450105861,8.674389568,20.98965517,20.78125,19.89473684,19.98529412,18,19.26470588,20.42413793,20.3125,7,45,581.6142573,504.8912573,419.6682573,423.1716278,76.723,85.223,68.223,68.223,2.439750182,0.63620901,1.144344271,2.478478796,28.71428571,30.57142857,27.71428571,27.57142857,33,32,30,33,3.401680257,0.975900073,1.603567451,3.359421719,18.42857143,19,17,17.14285714,16,18,16,14,1.618347187,0.577350269,0.816496581,2.267786838,169.2857143,200.8571429,170.8571429,161.8571429,17.33699595,61.06670826,28.0025509,48.48514746,5.857142857,6.571428571,5.285714286,5.714285714,7,10,6,8,15.1,5.1,4.5,18,53.42857143,49.14285714,53.14285714,59.57142857
1,161.25,6/18/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,25,6,0.317448616,0.030833334,67.5,0,76.5,20.88684211,14.82118635,23,21.14285714,22,19.98529412,21.38983051,19.26470588,23,20.69642857,7,45,654.8372573,581.6142573,504.8912573,504.1440501,73.223,76.723,85.223,80.97242229,1.566007967,2.439750182,0.63620901,3.248993106,27.71428571,28.71428571,30.57142857,30.57142857,31,33,32,35,2.563479778,3.401680257,0.975900073,3.644957378,18.42857143,18.42857143,19,17.85714286,17,16,18,13,0.786795792,1.618347187,0.577350269,3.132015934,166,169.2857143,200.8571429,202.8571429,59.86094999,17.33699595,61.06670826,40.67935009,8.142857143,5.857142857,6.571428571,4.857142857,11,7,10,6,4,15.1,5.1,2.6,49.57142857,53.42857143,49.14285714,48
1,86.75,6/25/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,26,6,0.317448616,0.030833334,161.25,67.5,91,24.9289636,17.20170068,23,22.45833333,23.1744186,22,22.29069767,21.5,23,22.375,7,45,711.0602573,654.8372573,581.6142573,614.6961661,56.223,73.223,76.723,110.552116,1.994038735,1.566007967,2.439750182,1.312166474,25,27.71428571,28.71428571,37.14285714,29,31,33,41,3.31662479,2.563479778,3.401680257,3.716116765,16.28571429,18.42857143,18.42857143,21.85714286,15,17,16,21,1.380131119,0.786795792,1.618347187,0.899735411,205.8571429,166,169.2857143,195.1428571,82.62652635,59.86094999,17.33699595,57.71027803,7.428571429,8.142857143,5.857142857,7,11,11,7,11,45.9,4,15.1,2.6,66.85714286,49.57142857,53.42857143,39.14285714
1,34.25,7/2/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,27,7,0.317448616,0.030833334,86.75,161.25,119,18.73074875,23.30348837,25,25,25,25,25,25,25,25,7,45,809.2832573,711.0602573,654.8372573,701.2816572,98.223,56.223,73.223,86.5854911,1.214985793,1.994038735,1.566007967,1.780649549,31.42857143,25,27.71428571,31.57142857,33,29,31,34,1.902379462,3.31662479,2.563479778,2.370453041,21.85714286,16.28571429,18.42857143,18.42857143,21,15,17,17,0.690065559,1.380131119,0.786795792,1.397276262,130.7142857,205.8571429,166,164.5714286,33.79701311,82.62652635,59.86094999,70.3961579,5.714285714,7.428571429,8.142857143,7.285714286,7,11,11,14,16.1,45.9,4,3,54.85714286,66.85714286,49.57142857,48.42857143
0,7.5,7/9/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,28,7,0.317448616,0.030833334,34.25,86.75,64.85,6.608754544,11.07808865,25,25.5,25,25.5,25,25.5,25,25.5,7,45,901.0062573,809.2832573,711.0602573,798.5915892,91.723,98.223,56.223,97.30993197,1.933415433,1.214985793,1.994038735,2.436339719,30.71428571,31.42857143,25,32.71428571,33,33,29,37,2.058663459,1.902379462,3.31662479,3.59231985,20.71428571,21.85714286,16.28571429,20.71428571,18,21,15,17,1.889822365,0.690065559,1.380131119,1.799470822,169.4285714,130.7142857,205.8571429,115.4285714,16.6818978,33.79701311,82.62652635,51.31555041,4.571428571,5.714285714,7.428571429,7.857142857,7,7,11,12,2.7,16.1,45.9,21.1,48.85714286,54.85714286,66.85714286,53
1,41.25,7/16/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,29,7,0.317448616,0.030833334,7.5,34.25,65.9,7.065505226,11.36991442,25,27,25,27,25,27,25,27,7,45,1001.835179,901.0062573,809.2832573,870.8145892,100.828922,91.723,98.223,72.223,1.355849053,1.933415433,1.214985793,4.117326918,33.14285714,30.71428571,31.42857143,27.42857143,38,33,33,33,2.60950643,2.058663459,1.902379462,5.380741673,21.28571429,20.71428571,21.85714286,18.42857143,20,18,21,15,0.951189731,1.889822365,0.690065559,3.154739443,222,169.4285714,130.7142857,209.1428571,33.71448749,16.6818978,33.79701311,46.7704628,7.857142857,4.571428571,5.714285714,5.428571429,13,7,7,9,0.8,2.7,16.1,38.8,42,48.85714286,54.85714286,61.28571429
1,51.75,7/23/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,30,7,0.317448616,0.030833334,41.25,7.5,106,15.5,40.25130568,25,27,25,27,25,27,25,27,7,45,1089.982555,1001.835179,901.0062573,966.4970667,88.14737578,100.828922,91.723,95.68247747,1.414928651,1.355849053,1.933415433,2.008730922,30,33.14285714,30.71428571,31.71428571,34,38,33,36,2.081665999,2.60950643,2.058663459,2.429971585,20.42857143,21.28571429,20.71428571,21,19,20,18,18,0.975900073,0.951189731,1.889822365,2.081665999,199.5714286,222,169.4285714,208.5714286,36.48222007,33.71448749,16.6818978,61.67078493,5.857142857,7.857142857,4.571428571,6.714285714,11,13,7,11,20.6,0.8,2.7,2.6,54.42857143,42,48.85714286,44.28571429
1,92,7/30/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,31,7,0.317448616,0.030833334,51.75,41.25,48.5,24.29616725,32.23847926,25,27,25,27,25,27,25,27,7,45,1180.705555,1089.982555,1001.835179,1069.799708,90.723,88.14737578,100.828922,103.3026415,0.786795792,1.414928651,1.355849053,1.356724193,30,30,33.14285714,33.14285714,32,34,38,36,1.290994449,2.081665999,2.60950643,1.951800146,21.14285714,20.42857143,21.28571429,21.85714286,20,19,20,20,0.899735411,0.975900073,0.951189731,1.345185418,166.5714286,199.5714286,222,178.5714286,34.37953433,36.48222007,33.71448749,34.8274659,7,5.857142857,7.857142857,5.714285714,8,11,13,6,21.9,20.6,0.8,0,57.71428571,54.42857143,42,38.14285714
1,37.75,8/6/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,32,8,0.317448616,0.030833334,92,51.75,26.75,16.7732288,20.06359447,25,30,30,30,25,27,25,27,7,45,1269.428555,1180.705555,1089.982555,1181.119332,88.723,90.723,88.14737578,111.3196236,1.219875091,0.786795792,1.414928651,1.639396071,30.28571429,30,30,33.85714286,32,32,34,36,1.380131119,1.290994449,2.081665999,2.035400978,20.28571429,21.14285714,20.42857143,23.57142857,19,20,19,20,1.380131119,0.899735411,0.975900073,1.718249386,161.8571429,166.5714286,199.5714286,184.2857143,35.90463559,34.37953433,36.48222007,44.51484504,6.714285714,7,5.857142857,7,8,8,11,12,0.4,21.9,20.6,6,47.57142857,57.71428571,54.42857143,43.57142857
1,38.5,8/13/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,33,8,0.317448616,0.030833334,37.75,92,76.25,8.910569106,35.66780777,31,30,30,30,25,27,25,27,7,45,1359.651555,1269.428555,1180.705555,1277.269709,90.223,88.723,90.723,96.15037732,0.957427108,1.219875091,0.786795792,1.510831381,30.71428571,30.28571429,30,31.71428571,32,32,32,34,1.112697281,1.380131119,1.290994449,1.704336206,20.28571429,20.28571429,21.14285714,21,19,19,20,18,0.951189731,1.380131119,0.899735411,1.632993162,165.4285714,161.8571429,166.5714286,186,22.23253729,35.90463559,34.37953433,20.0083316,7.142857143,6.714285714,7,5.571428571,10,8,8,7,6.2,0.4,21.9,0,47,47.57142857,57.71428571,38.85714286
0,12.25,8/21/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,34,8,0.317448616,0.030833334,38.5,37.75,348,14.14858138,79.80776827,31,30,30,30,25,27,25,27,7,45,1446.374555,1359.651555,1269.428555,1352.492709,86.723,90.223,88.723,75.223,0.288675135,0.957427108,1.219875091,1.02933173,30.42857143,30.71428571,30.28571429,28.71428571,31,32,32,32,0.534522484,1.112697281,1.380131119,1.603567451,19.57142857,20.28571429,20.28571429,18,19,19,19,16,0.534522484,0.951189731,1.380131119,1.632993162,182.5714286,165.4285714,161.8571429,130.2857143,11.91437707,22.23253729,35.90463559,48.32430129,6.571428571,7.142857143,6.714285714,6.428571429,9,10,8,8,11.6,6.2,0.4,3.9,46.14285714,47,47.57142857,46.57142857
0,0,8/27/18,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2018,train ,35,8,0.317448616,0.030833334,12.25,38.5,630,32.01870018,83.66007194,33,30,30,30,25,27,25,27,7,45,1536.097555,1446.374555,1359.651555,1435.715709,89.723,86.723,90.223,83.223,1.304753215,0.288675135,0.957427108,2.415229458,30.28571429,30.42857143,30.71428571,29.57142857,33,31,32,33,2.138089935,0.534522484,1.112697281,3.258688021,20.57142857,19.57142857,20.28571429,19.42857143,19,19,19,17,0.786795792,0.534522484,0.951189731,1.812653934,188.1428571,182.5714286,165.4285714,160.4285714,20.31771453,11.91437707,22.23253729,40.29829253,6.428571429,6.571428571,7.142857143,7.142857143,9,9,10,12,15.2,11.6,6.2,17,47.57142857,46.14285714,47,49.57142857
0,3.75,6/6/19,GR_20_00017_cotton,Helicoverpa armigera,Thessaly,22.47325893,39.68853399,2019,test,23,6,0.317448616,0.030833334,0,0,0,1.073460961,5.311461794,19.88235294,20.0625,18,19.88235294,18,18,19.47058824,19.375,12,7,444.7772978,363.2025447,299.4795447,504.8912573,81.5747531,63.723,56.27555257,85.223,3.59183762,0.906326967,1.171849672,0.63620901,30.28571429,27.14285714,26.85714286,30.57142857,34,30,28,32,3.545621042,1.864454471,1.069044968,0.975900073,18.28571429,16.28571429,14.42857143,19,14,15,12,18,3.773340064,0.755928946,1.618347187,0.577350269,181.4285714,175.4285714,184.8571429,200.8571429,62.4095536,65.18143177,57.35395532,61.06670826,5.428571429,7.857142857,7.571428571,6.571428571,9,12,14,10,0,4.4,13.9,5.1,50.14285714,54.28571429,52.28571429,49.14285714
